primary,synonyms,description,
SLC25A46,HMSN6B+AHw-TB1,solute carrier family 25 member 46,
SLC25A47,C14orf68+AHw-HDMCP+AHw-HMFN1655+AHw-C14orf68+AHw-C14orf68+AHw-HDMCP,solute carrier family 25 member 47,
SLC25A47P1,,,
SLC25A48,FLJ44862+AHw-HDMCP,,
SLC25A5,2F1+AHw-AAC2+AHw-ANT2+AHw-T2+AHw-T3+AHw-T2+AHw-2F1+AHw-T3+AHw-ANT2+AHw-ANT2,solute carrier family 25 member 5,
SLC25A5+AC0-AS1,,,
SLC25A51,CG7943+AHw-MCART1+AHw-MGC14836+AHw-CG7943+AHw-MCART1+AHw-MCART1,solute carrier family 25 member 51,
SLC25A51P1,MCART3P+AHw-bA707M13.1,solute carrier family 25 member 51 pseudogene 1,
SLC25A51P2,MCART4P,solute carrier family 25 member 51 pseudogene 2,
SLC25A51P3,MCART5P,solute carrier family 25 member 51 pseudogene 3,
SLC25A52,MCART2+AHw-MCART2+AHw-MCART2,solute carrier family 25 member 52,
SLC25A53,MCART6+AHw-MCART6+AHw-MCART6,solute carrier family 25 member 53,
SLC25A5P1,ANTP3+AHw-bK250D10.4,solute carrier family 25 member 5 pseudogene 1,
SLC25A5P2,,,
SLC25A5P3,ANTP1,solute carrier family 25 member 5 pseudogene 3,
SLC25A5P4,,,
SLC25A5P5,ANTP5+AHw-TCAG+AF8-29001,solute carrier family 25 member 5 pseudogene 5,
SLC25A5P6,ANTP6,solute carrier family 25 member 5 pseudogene 6,
SLC25A5P7,ANTP7,solute carrier family 25 member 5 pseudogene 7,
SLC25A5P8,,,
SLC25A5P9,,,
SLC25A6,AAC3+AHw-ANT+AHw-ANT 2+AHw-ANT 3+AHw-ANT3+AHw-ANT3Y+AHw-ANT3Y+AHw-MGC17525+AHw-ANT3+AHw-ANT3,solute carrier family 25 member 6,
SLC25A6P1,SLC25A5L+AHw-dJ1065O2.2,solute carrier family 25 member 6 pseudogene 1,
SLC25A6P2,,,
SLC25A6P3,,,
SLC25A6P4,,,
SLC25A6P5,,,
SLC25A6P6,,,
SLC26A1,CAON+AHw-EDM4+AHw-SAT+AC0-1+AHw-SAT1+AHw-SAT+AC0-1+AHw-EDM4+AHw-SAT1,solute carrier family 26 member 1,
SLC26A10,,,
SLC26A11,,,
SLC26A2,D5S1708+AHw-DTD+AHw-DTDST+AHw-EDM4+AHw-MST153+AHw-MSTP157+AHw-DTDST+AHw-DTD+AHw-DTD+AHw-DTDST,solute carrier family 26 member 2,
SLC26A3,CLD+AHw-DRA+AHw-DRA+AHw-CLD+AHw-DRA,solute carrier family 26 member 3,
SLC26A4,DFNB4+AHw-EVA+AHw-PDS+AHw-TDH2B+AHw-PDS+AHw-DFNB4+AHw-PDS,solute carrier family 26 member 4,
SLC26A4+AC0-AS1,,,
SLC26A5,DFNB61+AHw-PRES+AHw-DFNB61+AHw-PRES+AHw-PRES,solute carrier family 26 member 5,
SLC26A6,DKFZp586E1422,,
SLC26A7,SUT2+AHw-SUT2+AHw-SUT2,solute carrier family 26 member 7,
SLC26A8,SPGF3+AHw-TAT1+AHw-TAT1,solute carrier family 26 member 8,
SLC26A9,,,
SLC27A1,ACSVL5+AHw-FATP+AHw-FATP+AC0-1+AHw-FATP1+AHw-FATP1+AHw-FATP+AHw-MGC71751+AHw-FLJ00336+AHw-ACSVL5+AHw-ACSVL5+AHw-FATP1,solute carrier family 27 member 1,
SLC27A2,ACSVL1+AHw-FACVL1+AHw-FATP2+AHw-HsT17226+AHw-VLACS+AHw-VLCS+AHw-hFACVL1+AHw-FATP2+AHw-hFACVL1+AHw-VLACS+AHw-VLCS+AHw-HsT17226+AHw-ACSVL1+AHw-FACVL1+AHw-ACSVL1+AHw-FACVL1+AHw-FATP2+AHw-VLACS,solute carrier family 27 member 2,
SLC27A3,ACSVL3+AHw-FATP3+AHw-VLCS+AC0-3+AHw-FATP3+AHw-MGC4365+AHw-ACSVL3+AHw-ACSVL3+AHw-FATP3,solute carrier family 27 member 3,
SLC27A4,ACSVL4+AHw-FATP4+AHw-IPS+AHw-FATP4+AHw-ACSVL4+AHw-ACSVL4+AHw-FATP4,solute carrier family 27 member 4,
SLC27A5,ACSB+AHw-ACSVL6+AHw-BACS+AHw-BAL+AHw-FACVL3+AHw-FATP+AC0-5+AHw-FATP5+AHw-VLACSR+AHw-VLCS+AC0-H2+AHw-VLCSH2+AHw-FATP5+AHw-VLACSR+AHw-VLCS+AC0-H2+AHw-VLCSH2+AHw-FACVL3+AHw-FLJ22987+AHw-ACSVL6+AHw-ACSB+AHw-ACSB+AHw-ACSVL6+AHw-FACVL3+AHw-FATP5,solute carrier family 27 member 5,
SLC27A6,ACSVL2+AHw-FACVL2+AHw-FATP6+AHw-VLCS+AC0-H1+AHw-FATP6+AHw-VLCS+AC0-H1+AHw-FACVL2+AHw-ACSVL2+AHw-ACSVL2+AHw-FACVL2+AHw-FATP1,solute carrier family 27 member 6,
SLC28A1,CNT1+AHw-HCNT1+AHw-CNT1+AHw-CNT1,solute carrier family 28 member 1,
SLC28A2,CNT2+AHw-HCNT2+AHw-HsT17153+AHw-SPNT1+AHw-CNT2+AHw-SPNT1+AHw-HCNT2+AHw-HsT17153+AHw-CNT2,solute carrier family 28 member 2,
SLC28A3,CNT3+AHw-CNT3+AHw-CNT3,solute carrier family 28 member 3,
SLC29A1,ENT1+AHw-ENT1+AHw-ENT1,solute carrier family 29 member 1 (Augustine blood group),
SLC29A2,DER12+AHw-ENT2+AHw-HNP36+AHw-DER12+AHw-ENT2+AHw-HNP36+AHw-DER12+AHw-ENT2+AHw-HNP36,solute carrier family 29 member 2,
SLC29A3,ENT3+AHw-HCLAP+AHw-HJCD+AHw-PHID+AHw-ENT3+AHw-FLJ11160+AHw-ENT3,solute carrier family 29 member 3,
SLC29A4,ENT4+AHw-PMAT+AHw-FLJ34923+AHw-ENT4+AHw-ENT4+AHw-PMAT,solute carrier family 29 member 4,
SLC29A4P1,,,
SLC29A4P2,,,
SLC2A1,CSE+AHw-DYT17+AHw-DYT18+AHw-DYT9+AHw-EIG12+AHw-GLUT+AHw-GLUT+AC0-1+AHw-GLUT1+AHw-GLUT1DS+AHw-HTLVR+AHw-PED+AHw-SDCHCN+AHw-DYT18+AHw-DYT9+AHw-GLUT1+AHw-GLUT+AHw-HTLVR+AHw-CSE+AHw-GLUT1,solute carrier family 2 member 1,
SLC2A1+AC0-AS1,,,
SLC2A10,ATS+AHw-GLUT10+AHw-GLUT10+AHw-GLUT10,solute carrier family 2 member 10,
SLC2A11,GLUT10+AHw-GLUT11+AHw-GLUT11+AHw-GLUT10+AHw-GLUT10+AHw-GLUT11,solute carrier family 2 member 11,
SLC2A11+AC0-a,SLC2A11,,
SLC2A11+AC0-c,SLC2A11,,
SLC2A12,GLUT12+AHw-GLUT8+AHw-GLUT12+AHw-GLUT8+AHw-GLUT12+AHw-GLUT8,solute carrier family 2 member 12,
SLC2A13,HMIT+AHw-HMIT,solute carrier family 2 member 13,
SLC2A13P1,,,
SLC2A14,GLUT14+AHw-SLC2A3P3+AHw-GLUT14+AHw-SLC2A3P3+AHw-GLUT14+AHw-GLUT3,solute carrier family 2 member 14,
SLC2A2,GLUT2+AHw-GLUT2+AHw-GLUT2,solute carrier family 2 member 2,
SLC2A3,GLUT3+AHw-GLUT3+AHw-GLUT3,solute carrier family 2 member 3,
SLC2A3P1,GLUT3P1+AHw-GLUT6+AHw-SLC2A3P,solute carrier family 2 member 3 pseudogene 1,
SLC2A3P2,,,
SLC2A3P4,,,
SLC2A4,GLUT4+AHw-GLUT4+AHw-GLUT4,solute carrier family 2 member 4,
SLC2A4RG,GEF+AHw-HDBP+AC0-1+AHw-HDBP1+AHw-Si+AC0-1+AC0-2+AHw-Si+AC0-1+AC0-2+AC0-19+AHw-GEF+AHw-HDBP1+AHw-Si+AC0-1+AC0-2+AHw-Si+AC0-1+AC0-2+AC0-19+AHw-HDBP1,SLC2A4 regulator,
SLC2A5,GLUT+AC0-5+AHw-GLUT5+AHw-GLUT5+AHw-GLUT5,solute carrier family 2 member 5,
SLC2A6,GLUT6+AHw-GLUT9+AHw-HSA011372+AHw-GLUT9+AHw-GLUT6+AHw-HSA011372+AHw-GLUT9,solute carrier family 2 member 6,
SLC2A7,GLUT+AC0-7+AHw-GLUT7+AHw-GLUT7+AHw-GLUT7,solute carrier family 2 member 7,
SLC2A8,GLUT8+AHw-GLUTX1+AHw-GLUTX1+AHw-GLUT8+AHw-GLUT8+AHw-GLUTX1,solute carrier family 2 member 8,
SLC2A9,GLUT9+AHw-GLUTX+AHw-UAQTL2+AHw-URATv1+AHw-Glut9+AHw-GLUTX+AHw-URATv1+AHw-GLUT9,solute carrier family 2 member 9,
SLC2AXP1,,,
SLC30A1,ZNT1+AHw-ZRC1+AHw-ZRC1+AHw-ZNT1+AHw-ZNT1,solute carrier family 30 member 1,
SLC30A10,HMDPC+AHw-HMNDYT1+AHw-ZNT10+AHw-ZNT8+AHw-ZRC1+AHw-ZnT+AC0-10+AHw-DKFZp547M236+AHw-ZnT+AC0-10+AHw-ZRC1+AHw-ZNT8+AHw-ZNT10+AHw-ZNT8,solute carrier family 30 member 10,
SLC30A2,PP12488+AHw-TNZD+AHw-ZNT2+AHw-ZnT+AC0-2+AHw-ZNT2+AHw-ZNT2,solute carrier family 30 member 2,
SLC30A3,ZNT3+AHw-ZNT3+AHw-ZNT3,solute carrier family 30 member 3,
SLC30A4,ZNT4+AHw-znT+AC0-4+AHw-ZNT4+AHw-ZNT4,solute carrier family 30 member 4,
SLC30A5,ZNT5+AHw-ZNTL1+AHw-ZTL1+AHw-ZnT+AC0-5+AHw-ZTL1+AHw-ZnT+AC0-5+AHw-FLJ12496+AHw-FLJ12756+AHw-ZNT5+AHw-MGC5499+AHw-ZNTL1+AHw-ZNT5+AHw-ZNTL1+AHw-ZTL1,solute carrier family 30 member 5,
SLC30A6,MST103+AHw-MSTP103+AHw-ZNT6+AHw-FLJ31101+AHw-ZNT6+AHw-ZNT6,solute carrier family 30 member 6,
SLC30A7,ZNT7+AHw-ZnT+AC0-7+AHw-ZnTL2+AHw-ZnTL2+AHw-ZNT7+AHw-ZNT7+AHw-ZNTL2,solute carrier family 30 member 7,
SLC30A8,ZNT8+AHw-ZnT+AC0-8+AHw-ZnT+AC0-8+AHw-ZNT8+AHw-ZNT8,solute carrier family 30 member 8,
SLC30A9,BILAPES+AHw-C4orf1+AHw-GAC63+AHw-HUEL+AHw-ZNT9+AHw-HUEL+AHw-ZNT9+AHw-GAC63+AHw-C4orf1+AHw-C4orf1+AHw-HUEL,solute carrier family 30 member 9,
SLC31A1,COPT1+AHw-CTR1+AHw-hCTR1+AHw-CTR1+AHw-COPT1+AHw-COPT1+AHw-CTR1,solute carrier family 31 member 1,
SLC31A1P1,CTR1P+AHw-CTR1psi+AHw-SLC31A1P,solute carrier family 31 member 1 pseudogene 1,
SLC31A2,COPT2+AHw-CTR2+AHw-hCTR2+AHw-hCTR2+AHw-CTR2+AHw-COPT2+AHw-COPT2+AHw-CTR2,solute carrier family 31 member 2,
SLC32A1,VGAT+AHw-VIAAT+AHw-VGAT+AHw-bA122O1.1+AHw-VIAAT+AHw-VGAT+AHw-VIAAT,solute carrier family 32 member 1,
SLC33A1,ACATN+AHw-AT+AC0-1+AHw-AT1+AHw-CCHLND+AHw-SPG42+AHw-AT+AC0-1+AHw-AT1+AHw-ACATN+AHw-SPG42+AHw-ACATN+AHw-AT1,solute carrier family 33 member 1,
SLC34A1,FRTS2+AHw-HCINF2+AHw-NAPI+AC0-3+AHw-NPHLOP1+AHw-NPT2+AHw-NPTIIa+AHw-SLC11+AHw-SLC17A2+AHw-NAPI+AC0-3+AHw-NPTIIa+AHw-SLC11+AHw-NPT2+AHw-SLC17A2+AHw-NPT2+AHw-SLC17A2,solute carrier family 34 member 1,
SLC34A2,NAPI+AC0-3B+AHw-NAPI+AC0-IIb+AHw-NPTIIb+AHw-NAPI+AC0-3B,solute carrier family 34 member 2,
SLC34A2+AC0-ROS1,,,
SLC34A2/ROS fusion,,,
SLC34A2/ROS1 fusion,,,
SLC34A3,HHRH+AHw-NPTIIc+AHw-NPTIIc+AHw-FLJ38680+AHw-NPT2C+AHw-NPTIIC,solute carrier family 34 member 3,
SLC35A1,CDG2F+AHw-CMPST+AHw-CST+AHw-hCST+AHw-CMPST+AHw-hCST,solute carrier family 35 member A1,
SLC35A2,CDG2M+AHw-CDGX+AHw-UDP+AC0-Gal+AC0-Tr+AHw-UGALT+AHw-UGAT+AHw-UGT+AHw-UGT1+AHw-UGT2+AHw-UGTL+AHw-UGAT+AHw-UGT+AHw-UGT1+AHw-UGT2+AHw-UGTL+AHw-UGALT+AHw-UGALT+AHw-UGT+AHw-UGTL,solute carrier family 35 member A2,
SLC35A3,AMRS,solute carrier family 35 member A3,
SLC35A4,,,
SLC35A5,FLJ20730,,
SLC35B1,UGTREL1+AHw-UGTREL1+AHw-UGTREL1,solute carrier family 35 member B1,
SLC35B2,PAPST1+AHw-SLL+AHw-UGTrel4+AHw-UGTrel4+AHw-PAPST1,solute carrier family 35 member B2,
SLC35B3,C6orf196+AHw-CGI+AC0-19+AHw-PAPST2+AHw-CGI+AC0-19+AHw-dJ453H5.1+AHw-PAPST2+AHw-C6orf196+AHw-C6orf196+AHw-PAPST2,solute carrier family 35 member B3,
SLC35B4,YEA+AHw-YEA4+AHw-FLJ14697+AHw-YEA4+AHw-YEA4,solute carrier family 35 member B4,
SLC35C1,CDG2C+AHw-FUCT1+AHw-FUCT1+AHw-FLJ11320+AHw-FUCT1,solute carrier family 35 member C1,
SLC35C2,BA394O2.1+AHw-C20orf5+AHw-CGI+AC0-15+AHw-OVCOV1+AHw-CGI+AC0-15+AHw-bA394O2.1+AHw-C20orf5+AHw-OVCOV1+AHw-C20orf5+AHw-OVCOV1,solute carrier family 35 member C2,
SLC35D1,SHNKND+AHw-UGTREL7+AHw-UGTREL7+AHw-KIAA0260+AHw-KIAA0260+AHw-UGTREL7,solute carrier family 35 member D1,
SLC35D2,HFRC1+AHw-SQV7L+AHw-UGTrel8+AHw-hfrc+AHw-UGTrel8+AHw-SQV7L+AHw-HFRC+AHw-UGTREL8,solute carrier family 35 member D2,
SLC35D3,FRCL1+AHw-FRCL1+AHw-FRCL1,solute carrier family 35 member D3,
SLC35E1,FLJ14251,,
SLC35E1P1,,,
SLC35E2,,,
SLC35E2A,SLC35E2+AHw-KIAA0447+AHw-SLC35E2,solute carrier family 35 member E2A,
SLC35E2B,SLC35E2+AHw-KIAA0447,solute carrier family 35 member E2B,
SLC35E3,BLOV1+AHw-BLOV1+AHw-BLOV1,solute carrier family 35 member E3,
SLC35E4,,,
SLC35F1,C6orf169+AHw-dJ230I3.1+AHw-dJ230I3.1+AHw-C6orf169+AHw-C6orf169,solute carrier family 35 member F1,
SLC35F2,HSNOV1+AHw-FLJ13018,solute carrier family 35 member F2,
SLC35F3,FLJ37712,,
SLC35F4,C14orf36+AHw-c14+AF8-5373+AHw-FLJ37712+AHw-C14orf36+AHw-C14orf36,solute carrier family 35 member F4,
SLC35F5,FLJ22004+AHw-NS5ATP3,,
SLC35F6,ANT2BP+AHw-C2orf18+AHw-TANGO9+AHw-FLJ20555+AHw-ANT2BP+AHw-TANGO9+AHw-C2orf18+AHw-C2orf18,solute carrier family 35 member F6,
SLC35G1,C10orf60+AHw-POST+AHw-TMEM20+AHw-FLJ33990+AHw-C10orf60+AHw-TMEM20+AHw-C10orf60+AHw-POST+AHw-TMEM20,solute carrier family 35 member G1,
SLC35G2,TMEM22+AHw-MGC3295+AHw-DKFZp564K2464+AHw-TMEM22+AHw-TMEM22,solute carrier family 35 member G2,
SLC35G3,AMAC1+AHw-TMEM21A+AHw-FLJ40154+AHw-TMEM21A+AHw-AMAC1+AHw-AMAC1+AHw-TMEM21A,solute carrier family 35 member G3,
SLC35G4,AMAC1L1+AHw-SLC35G4P+AHw-AMAC1L1+AHw-SLC35G4P+AHw-AMAC1L1+AHw-SLC35G4P,solute carrier family 35 member G4,
SLC35G5,AMAC+AHw-AMAC1L2+AHw-AMAC+AHw-AMAC1L2+AHw-AMAC+AHw-AMAC1L2,solute carrier family 35 member G5,
SLC35G6,AMAC1L3+AHw-TMEM21B+AHw-TMEM21B+AHw-AMAC1L3+AHw-AMAC1L3+AHw-TMEM21B,solute carrier family 35 member G6,
SLC36A1,Dct1+AHw-LYAAT1+AHw-PAT1+AHw-TRAMD3+AHw-LYAAT+AC0-1+AHw-PAT1+AHw-TRAMD3+AHw-PAT1,solute carrier family 36 member 1,
SLC36A2,PAT2+AHw-TRAMD1+AHw-PAT2+AHw-tramdorin+AHw-TRAMD1+AHw-PAT2+AHw-TRAMD1,solute carrier family 36 member 2,
SLC36A3,PAT3+AHw-TRAMD2+AHw-tramdorin2+AHw-PAT3+AHw-TRAMD2+AHw-tramdorin2+AHw-PAT3+AHw-TRAMD2,solute carrier family 36 member 3,
SLC36A4,PAT4+AHw-PAT4+AHw-FLJ38932+AHw-PAT4,solute carrier family 36 member 4,
SLC37A1,G3PP+AHw-G3PP,solute carrier family 37 member 1,
SLC37A2,pp11662+AHw-FLJ00171,solute carrier family 37 member 2,
SLC37A3,DKFZp761N0624+AHw-SPX3,,
SLC37A4,G6PT1+AHw-G6PT2+AHw-G6PT3+AHw-GSD1b+AHw-GSD1c+AHw-GSD1d+AHw-PRO0685+AHw-TRG+AC0-19+AHw-TRG19+AHw-GSD1b+AHw-GSD1c+AHw-GSD1d+AHw-G6PT1+AHw-G6PT2+AHw-G6PT3+AHw-G6PT+AHw-G6PT1,solute carrier family 37 member 4,
SLC38A1,ATA1+AHw-NAT2+AHw-SAT1+AHw-SNAT1+AHw-ATA1+AHw-NAT2+AHw-SAT1+AHw-ATA1+AHw-NAT2+AHw-SAT1+AHw-SNAT1,solute carrier family 38 member 1,
SLC38A10,PP1744+AHw-MGC15523+AHw-PP1744,solute carrier family 38 member 10,
SLC38A11,AVT2+AHw-FLJ39822+AHw-AVT2+AHw-AVT2,solute carrier family 38 member 11,
SLC38A2,ATA2+AHw-PRO1068+AHw-SAT2+AHw-SNAT2+AHw-SAT2+AHw-ATA2+AHw-KIAA1382+AHw-SNAT2+AHw-ATA2+AHw-KIAA1382+AHw-SAT2+AHw-SNAT2,solute carrier family 38 member 2,
SLC38A3,G17+AHw-NAT1+AHw-SN1+AHw-SNAT3+AHw-G17+AHw-SN1+AHw-G17+AHw-NAT1+AHw-SN1+AHw-SNAT3,solute carrier family 38 member 3,
SLC38A4,ATA3+AHw-NAT3+AHw-PAAT+AHw-SNAT4+AHw-PAAT+AHw-NAT3+AHw-ATA3+AHw-ATA3+AHw-NAT3+AHw-SNAT4,solute carrier family 38 member 4,
SLC38A5,JM24+AHw-SN2+AHw-SNAT5+AHw-pp7194+AHw-SN2+AHw-JM24+AHw-JM24+AHw-SN2+AHw-SNAT5,solute carrier family 38 member 5,
SLC38A6,NAT+AC0-1+AHw-SNAT6+AHw-NAT+AC0-1+AHw-NAT1+AHw-SNAT6,solute carrier family 38 member 6,
SLC38A7,SNAT7+AHw-FLJ10815+AHw-SNAT7,solute carrier family 38 member 7,
SLC38A8,FVH2,solute carrier family 38 member 8,
SLC38A9,URLC11+AHw-FLJ90709+AHw-URLC11,solute carrier family 38 member 9,
SLC39A1,ZIP1+AHw-ZIRTL+AHw-ZIP1+AHw-ZIRTL+AHw-IRT1+AHw-ZIP1+AHw-ZIRTL,solute carrier family 39 member 1,
SLC39A10,LZT+AC0-Hs2+AHw-KIAA1265+AHw-FLJ90515+AHw-DKFZp564L2123+AHw-KIAA1265+AHw-ZIP10,solute carrier family 39 member 10,
SLC39A11,C17orf26+AHw-ZIP+AC0-11+AHw-ZIP11+AHw-C17orf26+AHw-C17orf26+AHw-ZIP11,solute carrier family 39 member 11,
SLC39A12,LZT+AC0-Hs8+AHw-ZIP+AC0-12+AHw-bA570F3.1+AHw-FLJ30499+AHw-ZIP12,solute carrier family 39 member 12,
SLC39A12+AC0-AS1,,,
SLC39A13,EDSSPD3+AHw-LZT+AC0-Hs9+AHw-SCDEDS+AHw-ZIP13+AHw-FLJ25785+AHw-ZIP13,solute carrier family 39 member 13,
SLC39A14,HCIN+AHw-HMNDYT2+AHw-LZT+AC0-Hs4+AHw-NET34+AHw-ZIP14+AHw-cig19+AHw-KIAA0062+AHw-NET34+AHw-ZIP14+AHw-KIAA0062+AHw-ZIP14,solute carrier family 39 member 14,
SLC39A2,6A1+AHw-ETI+AC0-1+AHw-ZIP+AC0-2+AHw-ZIP2+AHw-ZIP2+AHw-ZIP2,solute carrier family 39 member 2,
SLC39A3,ZIP+AC0-3+AHw-ZIP3+AHw-ZIP3+AHw-ZIP3,solute carrier family 39 member 3,
SLC39A4,AEZ+AHw-AWMS2+AHw-ZIP4+AHw-ZIP4+AHw-AWMS2+AHw-AEZ+AHw-ZIP4,solute carrier family 39 member 4,
SLC39A5,LZT+AC0-Hs7+AHw-MYP24+AHw-ZIP5+AHw-ZIP5,solute carrier family 39 member 5,
SLC39A6,LIV+AC0-1+AHw-ZIP6+AHw-LIV+AC0-1+AHw-LIV1+AHw-ZIP6,solute carrier family 39 member 6,
SLC39A7,D6S115E+AHw-D6S2244E+AHw-H2+AC0-KE4+AHw-HKE4+AHw-KE4+AHw-RING5+AHw-ZIP7+AHw-H2+AC0-KE4+AHw-D6S2244E+AHw-KE4+AHw-RING5+AHw-ZIP7+AHw-HKE4+AHw-HKE4+AHw-RING5,solute carrier family 39 member 7,
SLC39A8,BIGM103+AHw-CDG2N+AHw-LZT+AC0-Hs6+AHw-PP3105+AHw-ZIP8+AHw-BIGM103+AHw-BIGM103+AHw-ZIP8,solute carrier family 39 member 8,
SLC39A9,ZIP+AC0-9+AHw-ZIP9+AHw-FLJ11274+AHw-ZIP9,solute carrier family 39 member 9,
SLC3A1,ATR1+AHw-CSNU1+AHw-D2H+AHw-NBAT+AHw-RBAT+AHw-CSNU1+AHw-D2H+AHw-RBAT+AHw-ATR1+AHw-NBAT+AHw-RBAT,solute carrier family 3 member 1,
SLC3A2,4F2+AHw-4F2HC+AHw-4T2HC+AHw-CD98+AHw-CD98HC+AHw-MDU1+AHw-NACAE+AHw-4T2HC+AHw-4F2+AHw-NACAE+AHw-CD98+AHw-CD98HC+AHw-4F2HC+AHw-MDU1+AHw-MDU1,solute carrier family 3 member 2,
SLC40A1,FPN1+AHw-HFE4+AHw-IREG1+AHw-MST079+AHw-MSTP079+AHw-MTP1+AHw-SLC11A3+AHw-MTP1+AHw-IREG1+AHw-FPN1+AHw-HFE4+AHw-SLC11A3+AHw-FPN1+AHw-IREG1+AHw-SLC11A3,solute carrier family 40 member 1,
SLC41A1,MgtE+AHw-MgtE,solute carrier family 41 member 1,
SLC41A2,SLC41A1+AC0-L1+AHw-DKFZP434K0427,solute carrier family 41 member 2,
SLC41A3,SLC41A1+AC0-L2+AHw-FLJ20473,solute carrier family 41 member 3,
SLC43A1,LAT3+AHw-PB39+AHw-POV1+AHw-R00504+AHw-R00504+AHw-PB39+AHw-POV1+AHw-LAT3+AHw-PB39+AHw-POV1,solute carrier family 43 member 1,
SLC43A2,LAT4+AHw-MGC34680+AHw-LAT4,solute carrier family 43 member 2,
SLC43A3,EEG1+AHw-FOAP+AC0-13+AHw-PRO1659+AHw-SEEEG+AC0-1+AHw-SEEEG+AC0-1+AHw-Eeg1+AHw-DKFZp762A227+AHw-FOAP+AC0-13+AHw-PRO1659,solute carrier family 43 member 3,
SLC44A1,CD92+AHw-CDW92+AHw-CHTL1+AHw-CTL1+AHw-CDw92+AHw-CTL1+AHw-CHTL1+AHw-CD92+AHw-CDW92+AHw-CD92+AHw-CDW92+AHw-CTL1,solute carrier family 44 member 1,
SLC44A2,CTL2+AHw-PP1292+AHw-CTL2+AHw-CTL2,solute carrier family 44 member 2,
SLC44A3,CTL3+AHw-MGC45474+AHw-CTL3+AHw-CTL3,solute carrier family 44 member 3,
SLC44A3+AC0-AS1,LINC01057+AHw-XLOC+AF8-000303,SLC44A3 antisense RNA 1,
SLC44A4,C6orf29+AHw-CTL4+AHw-DFNA72+AHw-NG22+AHw-TPPT+AHw-hTPPT1+AHw-NG22+AHw-CTL4+AHw-FLJ14491+AHw-TPPT+AHw-DFNA72+AHw-C6orf29+AHw-C6orf29+AHw-CTL4+AHw-NG22+AHw-TPPT1,solute carrier family 44 member 4,
SLC44A5,CTL5+AHw-MGC34032+AHw-CTL5+AHw-CTL5,solute carrier family 44 member 5,
SLC45A1,DNB5+AHw-IDDNPF+AHw-DNB5+AHw-DNB5,solute carrier family 45 member 1,
SLC45A2,1A1+AHw-AIM1+AHw-MATP+AHw-OCA4+AHw-SHEP5+AHw-AIM+AC0-1+AHw-OCA4+AHw-MATP+AHw-AIM1+AHw-MATP,solute carrier family 45 member 2,
SLC45A3,IPCA+AC0-2+AHw-IPCA+AC0-6+AHw-IPCA+AC0-8+AHw-IPCA6+AHw-PCANAP2+AHw-PCANAP6+AHw-PCANAP8+AHw-PRST+AHw-IPCA+AC0-6+AHw-prostein+AHw-IPCA+AC0-2+AHw-IPCA+AC0-8+AHw-PCANAP6+AHw-PCANAP2+AHw-PCANAP8+AHw-PCANAP6+AHw-PRST,solute carrier family 45 member 3,
SLC45A4,KIAA1126+AHw-KIAA1126,,
SLC46A1,G21+AHw-HCP1+AHw-PCFT+AHw-HCP1+AHw-MGC9564+AHw-PCFT+AHw-HCP1+AHw-PCFT,solute carrier family 46 member 1,
SLC46A2,Ly110+AHw-TSCOT+AHw-Ly110+AHw-TSCOT+AHw-TSCOT,solute carrier family 46 member 2,
SLC46A3,FKSG16+AHw-DKFZp686A1775+AHw-FLJ42613,solute carrier family 46 member 3,
SLC47A1,MATE1+AHw-FLJ10847+AHw-MATE1+AHw-MATE1,solute carrier family 47 member 1,
SLC47A1P1,,,
SLC47A1P2,,,
SLC47A2,MATE2+AHw-MATE2+AC0-B+AHw-MATE2+AC0-K+AHw-MATE2K+AHw-FLJ31196+AHw-MATE2+AHw-MATE2+AC0-K+AHw-MATE2,solute carrier family 47 member 2,
SLC48A1,HRG+AC0-1+AHw-HRG1+AHw-hHRG+AC0-1+AHw-FLJ20489+AHw-hHRG+AC0-1+AHw-HRG1+AHw-HRG1,solute carrier family 48 member 1,
SLC49A3,LP2561+AHw-MFSD7+AHw-FLJ22269+AHw-LP2561+AHw-MFSD7+AHw-MFSD7,solute carrier family 49 member 3,
SLC4A1,AE1+AHw-BND3+AHw-CD233+AHw-CHC+AHw-DI+AHw-EMPB3+AHw-EPB3+AHw-FR+AHw-RTA1A+AHw-SAO+AHw-SPH4+AHw-SW+AHw-WD+AHw-WD1+AHw-WR+AHw-RTA1A+AHw-CD233+AHw-FR+AHw-SW+AHw-WR+AHw-EPB3+AHw-AE1+AHw-DI+AHw-WD+AHw-AE1+AHw-DI+AHw-EPB3,solute carrier family 4 member 1 (Diego blood group),
SLC4A10,NBCn2+AHw-NCBE+AHw-NBCn2+AHw-NCBE+AHw-NCBE,solute carrier family 4 member 10,
SLC4A11,BTR1+AHw-CDPD1+AHw-CHED+AHw-CHED2+AHw-NABC1+AHw-dJ794I6.2+AHw-dJ794I6.2+AHw-BTR1+AHw-NaBC1+AHw-FECD4+AHw-CHED2+AHw-CDPD1+AHw-BTR1,solute carrier family 4 member 11,
SLC4A1AP,HLC3+AHw-kanadaptin+AHw-HLC3,solute carrier family 4 member 1 adaptor protein,
SLC4A1APP1,,,
SLC4A1APP2,,,
